archive,measures,problem,RI
UEA_downsampled,PAM_Lorentzian,AtrialFibrillation,0.3586206896551723
UEA_downsampled,PAM_Lorentzian,BasicMotions,0.560126582278481
UEA_downsampled,PAM_Lorentzian,CharacterTrajectories,0.9693567103669772
UEA_downsampled,PAM_Lorentzian,Cricket,0.9502358783364367
UEA_downsampled,PAM_Lorentzian,DuckDuckGeese,0.387070707070707
UEA_downsampled,PAM_Lorentzian,Epilepsy,0.6564034505640344
UEA_downsampled,PAM_Lorentzian,EthanolConcentration,0.6332695984703632
UEA_downsampled,PAM_Lorentzian,ERing,0.9607580824972132
UEA_downsampled,PAM_Lorentzian,FingerMovements,0.4989805375347543
UEA_downsampled,PAM_Lorentzian,HandMovementDirection,0.6170353251898317
UEA_downsampled,PAM_Lorentzian,Handwriting,0.9291992288106908
UEA_downsampled,PAM_Lorentzian,Heartbeat,0.5905364590824105
UEA_downsampled,PAM_Lorentzian,JapaneseVowels,0.8331670579029733
UEA_downsampled,PAM_Lorentzian,Libras,0.9057567316620242
UEA_downsampled,PAM_Lorentzian,LSST,0.6926581651603317
UEA_downsampled,PAM_Lorentzian,MotorImagery,0.4988982920017403
UEA_downsampled,PAM_Lorentzian,NATOPS,0.8096177653977097
UEA_downsampled,PAM_Lorentzian,PenDigits,0.8989117369976937
UEA_downsampled,PAM_Lorentzian,PEMS-SF,0.7811141022986126
UEA_downsampled,PAM_Lorentzian,PhonemeSpectra,0.9304600301659124
UEA_downsampled,PAM_Lorentzian,RacketSports,0.5167967127838613
UEA_downsampled,PAM_Lorentzian,SelfRegulationSCP1,0.6455373058314235
UEA_downsampled,PAM_Lorentzian,SelfRegulationSCP2,0.500361060963755
UEA_downsampled,PAM_Lorentzian,SpokenArabicDigits,0.9119410335214058
UEA_downsampled,PAM_Lorentzian,StandWalkJump,0.5555555555555556
UEA_downsampled,PAM_Lorentzian,UWaveGestureLibrary,0.9005466970387245
UEA_downsampled,PAM_Lorentzian,EigenWorms,0.3091197509802161
UEA_downsampled,PAM_Lorentzian,FaceDetection,0.5000451353156763
UEA_downsampled,PAM_Lorentzian,InsectWingbeat,0.6513273273273273
UEA_downsampled,PAM_MSM_D,ArticularyWordRecognition,0.9934785638539616
UEA_downsampled,PAM_MSM_D,AtrialFibrillation,0.3770114942528736
UEA_downsampled,PAM_MSM_D,BasicMotions,0.8215189873417723
UEA_downsampled,PAM_MSM_D,CharacterTrajectories,0.97858853261728
UEA_downsampled,PAM_MSM_D,Cricket,0.996399751707014
UEA_downsampled,PAM_MSM_D,DuckDuckGeese,0.3753535353535353
UEA_downsampled,PAM_MSM_D,Epilepsy,0.6596416721964167
UEA_downsampled,PAM_MSM_D,EthanolConcentration,0.6320114430837942
UEA_downsampled,PAM_MSM_D,ERing,0.9531326644370124
UEA_downsampled,PAM_MSM_D,FingerMovements,0.4992122335495829
UEA_downsampled,PAM_MSM_D,HandMovementDirection,0.2638934741939033
UEA_downsampled,PAM_MSM_D,Handwriting,0.934400341442595
UEA_downsampled,PAM_MSM_D,Heartbeat,0.5613116640299152
UEA_downsampled,PAM_MSM_D,JapaneseVowels,0.8372828638497651
UEA_downsampled,PAM_MSM_D,Libras,0.905827917053544
UEA_downsampled,PAM_MSM_D,LSST,0.1903924724526433
UEA_downsampled,PAM_MSM_D,MotorImagery,0.5006947075912593
UEA_downsampled,PAM_MSM_D,NATOPS,0.903206437635407
UEA_downsampled,PAM_MSM_D,PenDigits,0.9355853880388526
UEA_downsampled,PAM_MSM_D,PEMS-SF,0.7811141022986126
UEA_downsampled,PAM_MSM_D,PhonemeSpectra,0.938333790392614
UEA_downsampled,PAM_MSM_D,RacketSports,0.6077415688588726
UEA_downsampled,PAM_MSM_D,SelfRegulationSCP1,0.4991469314998726
UEA_downsampled,PAM_MSM_D,SelfRegulationSCP2,0.5014025829745867
UEA_downsampled,PAM_MSM_D,SpokenArabicDigits,0.9024162668365818
UEA_downsampled,PAM_MSM_D,StandWalkJump,0.4558404558404557
UEA_downsampled,PAM_MSM_D,UWaveGestureLibrary,0.927554359080555
UEA_downsampled,PAM_MSM_D,EigenWorms,0.3177995271018526
UEA_downsampled,PAM_MSM_D,FaceDetection,0.5009077213486031
UEA_downsampled,PAM_MSM_D,InsectWingbeat,0.6027727727727727
UEA_downsampled,PAM_MSM_I,ArticularyWordRecognition,0.9941584608392666
UEA_downsampled,PAM_MSM_I,AtrialFibrillation,0.3770114942528736
UEA_downsampled,PAM_MSM_I,BasicMotions,1.0
UEA_downsampled,PAM_MSM_I,CharacterTrajectories,0.9724313168009268
UEA_downsampled,PAM_MSM_I,Cricket,0.9848541278708878
UEA_downsampled,PAM_MSM_I,DuckDuckGeese,0.3644444444444444
UEA_downsampled,PAM_MSM_I,Epilepsy,0.739163901791639
UEA_downsampled,PAM_MSM_I,EthanolConcentration,0.6221228088100068
UEA_downsampled,PAM_MSM_I,ERing,0.9500780379041248
UEA_downsampled,PAM_MSM_I,FingerMovements,0.4995829471733086
UEA_downsampled,PAM_MSM_I,HandMovementDirection,0.5179193719966253
UEA_downsampled,PAM_MSM_I,Handwriting,0.9289858271888384
UEA_downsampled,PAM_MSM_I,Heartbeat,0.5707176758233855
UEA_downsampled,PAM_MSM_I,JapaneseVowels,0.8515111502347418
UEA_downsampled,PAM_MSM_I,Libras,0.9073939956669764
UEA_downsampled,PAM_MSM_I,LSST,0.1952622673434856
UEA_downsampled,PAM_MSM_I,MotorImagery,0.4991228439504301
UEA_downsampled,PAM_MSM_I,NATOPS,0.8684524914887032
UEA_downsampled,PAM_MSM_I,PenDigits,0.898870114998538
UEA_downsampled,PAM_MSM_I,PEMS-SF,0.7811141022986126
UEA_downsampled,PAM_MSM_I,PhonemeSpectra,0.9286455048219754
UEA_downsampled,PAM_MSM_I,RacketSports,0.6671256529626473
UEA_downsampled,PAM_MSM_I,SelfRegulationSCP1,0.6550292844410491
UEA_downsampled,PAM_MSM_I,SelfRegulationSCP2,0.5004860436050549
UEA_downsampled,PAM_MSM_I,SpokenArabicDigits,0.9274597339111524
UEA_downsampled,PAM_MSM_I,StandWalkJump,0.4358974358974359
UEA_downsampled,PAM_MSM_I,UWaveGestureLibrary,0.9136674259681092
UEA_downsampled,PAM_MSM_I,EigenWorms,0.6614588009936846
UEA_downsampled,PAM_MSM_I,FaceDetection,0.5001855562977806
UEA_downsampled,PAM_MSM_I,InsectWingbeat,0.637965965965966
UEA_downsampled,PAM_ERP_I,ArticularyWordRecognition,0.9911686108165428
UEA_downsampled,PAM_ERP_I,AtrialFibrillation,0.3949425287356322
UEA_downsampled,PAM_ERP_I,BasicMotions,0.9876582278481012
UEA_downsampled,PAM_ERP_I,CharacterTrajectories,0.9751565313536568
UEA_downsampled,PAM_ERP_I,Cricket,0.9863438857852266
UEA_downsampled,PAM_ERP_I,DuckDuckGeese,0.365050505050505
UEA_downsampled,PAM_ERP_I,Epilepsy,0.674293297942933
UEA_downsampled,PAM_ERP_I,EthanolConcentration,0.6149927750937778
UEA_downsampled,PAM_ERP_I,ERing,0.9507023411371238
UEA_downsampled,PAM_ERP_I,FingerMovements,0.4995366079703428
UEA_downsampled,PAM_ERP_I,HandMovementDirection,0.629580719709475
UEA_downsampled,PAM_ERP_I,Handwriting,0.9294003659715172
UEA_downsampled,PAM_ERP_I,Heartbeat,0.5696749604487271
UEA_downsampled,PAM_ERP_I,JapaneseVowels,0.8441461267605634
UEA_downsampled,PAM_ERP_I,Libras,0.9077499226245744
UEA_downsampled,PAM_ERP_I,LSST,0.4387712021790269
UEA_downsampled,PAM_ERP_I,MotorImagery,0.4992856441132303
UEA_downsampled,PAM_ERP_I,NATOPS,0.8563107397090682
UEA_downsampled,PAM_ERP_I,PenDigits,0.9069108761329304
UEA_downsampled,PAM_ERP_I,PEMS-SF,0.7811141022986126
UEA_downsampled,PAM_ERP_I,PhonemeSpectra,0.9435417523652816
UEA_downsampled,PAM_ERP_I,RacketSports,0.7860249601119051
UEA_downsampled,PAM_ERP_I,SelfRegulationSCP1,0.6570282658517953
UEA_downsampled,PAM_ERP_I,SelfRegulationSCP2,0.499180669351479
UEA_downsampled,PAM_ERP_I,SpokenArabicDigits,0.90204481179008
UEA_downsampled,PAM_ERP_I,StandWalkJump,0.4358974358974359
UEA_downsampled,PAM_ERP_I,UWaveGestureLibrary,0.8993269828121765
UEA_downsampled,PAM_ERP_I,EigenWorms,0.6755858848882105
UEA_downsampled,PAM_ERP_I,FaceDetection,0.4997201610428063
UEA_downsampled,PAM_ERP_I,InsectWingbeat,0.7883083083083083
UEA_downsampled,PAM_ERP_D,ArticularyWordRecognition,0.9921999697015604
UEA_downsampled,PAM_ERP_D,AtrialFibrillation,0.3770114942528736
UEA_downsampled,PAM_ERP_D,BasicMotions,0.8361708860759494
UEA_downsampled,PAM_ERP_D,CharacterTrajectories,0.9811591639024904
UEA_downsampled,PAM_ERP_D,Cricket,0.996399751707014
UEA_downsampled,PAM_ERP_D,DuckDuckGeese,0.3753535353535353
UEA_downsampled,PAM_ERP_D,Epilepsy,0.6582879893828799
UEA_downsampled,PAM_ERP_D,EthanolConcentration,0.6127975712638477
UEA_downsampled,PAM_ERP_D,ERing,0.9570791527313268
UEA_downsampled,PAM_ERP_D,FingerMovements,0.4997335495829472
UEA_downsampled,PAM_ERP_D,HandMovementDirection,0.6116796889329078
UEA_downsampled,PAM_ERP_D,Handwriting,0.937825069539494
UEA_downsampled,PAM_ERP_D,Heartbeat,0.5652955558751618
UEA_downsampled,PAM_ERP_D,JapaneseVowels,0.8311546361502348
UEA_downsampled,PAM_ERP_D,Libras,0.9053419993809966
UEA_downsampled,PAM_ERP_D,LSST,0.2986896950187776
UEA_downsampled,PAM_ERP_D,MotorImagery,0.4996477341304928
UEA_downsampled,PAM_ERP_D,NATOPS,0.8382342927886104
UEA_downsampled,PAM_ERP_D,PenDigits,0.9239265584900755
UEA_downsampled,PAM_ERP_D,PEMS-SF,0.7811141022986126
UEA_downsampled,PAM_ERP_D,PhonemeSpectra,0.9432533479592304
UEA_downsampled,PAM_ERP_D,RacketSports,0.6873429064760781
UEA_downsampled,PAM_ERP_D,SelfRegulationSCP1,0.6570282658517953
UEA_downsampled,PAM_ERP_D,SelfRegulationSCP2,0.4995695042355228
UEA_downsampled,PAM_ERP_D,SpokenArabicDigits,0.9202694255110018
UEA_downsampled,PAM_ERP_D,StandWalkJump,0.4358974358974359
UEA_downsampled,PAM_ERP_D,UWaveGestureLibrary,0.9237109132325532
UEA_downsampled,PAM_ERP_D,EigenWorms,0.3138786627158719
UEA_downsampled,PAM_ERP_D,FaceDetection,0.4994994994994995
UEA_downsampled,PAM_ERP_D,InsectWingbeat,0.6425957957957958
UEA_downsampled,PAM_TWE_D,ArticularyWordRecognition,0.9925162854113012
UEA_downsampled,PAM_TWE_D,AtrialFibrillation,0.3770114942528736
UEA_downsampled,PAM_TWE_D,BasicMotions,0.8420886075949368
UEA_downsampled,PAM_TWE_D,CharacterTrajectories,0.9778076133312272
UEA_downsampled,PAM_TWE_D,Cricket,0.996399751707014
UEA_downsampled,PAM_TWE_D,DuckDuckGeese,0.3753535353535353
UEA_downsampled,PAM_TWE_D,Epilepsy,0.6593231585932315
UEA_downsampled,PAM_TWE_D,EthanolConcentration,0.2543531884459883
UEA_downsampled,PAM_TWE_D,ERing,0.9499219620958752
UEA_downsampled,PAM_TWE_D,FingerMovements,0.4987951807228915
UEA_downsampled,PAM_TWE_D,HandMovementDirection,0.2638934741939033
UEA_downsampled,PAM_TWE_D,Handwriting,0.9346539704966124
UEA_downsampled,PAM_TWE_D,Heartbeat,0.5174744714511722
UEA_downsampled,PAM_TWE_D,JapaneseVowels,0.8370530125195618
UEA_downsampled,PAM_TWE_D,Libras,0.9048266790467346
UEA_downsampled,PAM_TWE_D,LSST,0.1903924724526433
UEA_downsampled,PAM_TWE_D,MotorImagery,0.4986877745498435
UEA_downsampled,PAM_TWE_D,NATOPS,0.9036861652739092
UEA_downsampled,PAM_TWE_D,PenDigits,0.931967319624468
UEA_downsampled,PAM_TWE_D,PEMS-SF,0.7811141022986126
UEA_downsampled,PAM_TWE_D,PhonemeSpectra,0.9386532748297456
UEA_downsampled,PAM_TWE_D,RacketSports,0.4521452145214521
UEA_downsampled,PAM_TWE_D,SelfRegulationSCP1,0.5334988540870895
UEA_downsampled,PAM_TWE_D,SelfRegulationSCP2,0.4993611998333565
UEA_downsampled,PAM_TWE_D,SpokenArabicDigits,0.8991256334132659
UEA_downsampled,PAM_TWE_D,StandWalkJump,0.4558404558404557
UEA_downsampled,PAM_TWE_D,UWaveGestureLibrary,0.9250207082211638
UEA_downsampled,PAM_TWE_D,EigenWorms,0.3119331956541259
UEA_downsampled,PAM_TWE_D,FaceDetection,0.4997642933514677
UEA_downsampled,PAM_TWE_D,InsectWingbeat,0.5439679679679681
UEA_downsampled,PAM_TWE_I,ArticularyWordRecognition,0.9889895470383274
UEA_downsampled,PAM_TWE_I,AtrialFibrillation,0.3586206896551723
UEA_downsampled,PAM_TWE_I,BasicMotions,0.9876582278481012
UEA_downsampled,PAM_TWE_I,CharacterTrajectories,0.9749088611593744
UEA_downsampled,PAM_TWE_I,Cricket,0.9764059590316572
UEA_downsampled,PAM_TWE_I,DuckDuckGeese,0.3644444444444444
UEA_downsampled,PAM_TWE_I,Epilepsy,0.7345189117451891
UEA_downsampled,PAM_TWE_I,EthanolConcentration,0.6221228088100068
UEA_downsampled,PAM_TWE_I,ERing,0.9565440356744704
UEA_downsampled,PAM_TWE_I,FingerMovements,0.4999536607970343
UEA_downsampled,PAM_TWE_I,HandMovementDirection,0.4713693554895271
UEA_downsampled,PAM_TWE_I,Handwriting,0.9272898975181636
UEA_downsampled,PAM_TWE_I,Heartbeat,0.5736876168560334
UEA_downsampled,PAM_TWE_I,JapaneseVowels,0.851056338028169
UEA_downsampled,PAM_TWE_I,Libras,0.9071463943051686
UEA_downsampled,PAM_TWE_I,LSST,0.2067042218645536
UEA_downsampled,PAM_TWE_I,MotorImagery,0.4990709163122956
UEA_downsampled,PAM_TWE_I,NATOPS,0.8638641287527081
UEA_downsampled,PAM_TWE_I,PenDigits,0.8829301075268816
UEA_downsampled,PAM_TWE_I,PEMS-SF,0.7811141022986126
UEA_downsampled,PAM_TWE_I,PhonemeSpectra,0.9144595274007038
UEA_downsampled,PAM_TWE_I,RacketSports,0.6511048455838961
UEA_downsampled,PAM_TWE_I,SelfRegulationSCP1,0.6433027756557168
UEA_downsampled,PAM_TWE_I,SelfRegulationSCP2,0.5022358005832522
UEA_downsampled,PAM_TWE_I,SpokenArabicDigits,0.9113360120441484
UEA_downsampled,PAM_TWE_I,StandWalkJump,0.6410256410256412
UEA_downsampled,PAM_TWE_I,UWaveGestureLibrary,0.8955477324497826
UEA_downsampled,PAM_TWE_I,EigenWorms,0.647032414474275
UEA_downsampled,PAM_TWE_I,FaceDetection,0.5004262779813882
UEA_downsampled,PAM_TWE_I,InsectWingbeat,0.6225585585585585
